business_id,business_name,business_address,recent_score,recent_risk,average_score,minimum_score,maximum_score
6739,Jamie Supermarket,1135 Stockton St,84.0,Low Risk,84.83333333333333,84.0,86.0
6748,West Portal Nutrition Center,163 West Portal Ave,100.0,,100.0,100.0,100.0
6756,Godiva Chocolatier Inc.,3251 20th Ave 154,96.0,Low Risk,95.42857142857143,92.0,100.0
6768,PING'S MEAT MARKET,0239 BALBOA St,87.0,Moderate Risk,88.14285714285714,87.0,89.0
6800,Arts Valero,2985 San Bruno Ave,90.0,Moderate Risk,91.81818181818181,90.0,94.0
6802,EASY MONEY,2312 IRVING St,100.0,,100.0,100.0,100.0
6813,SF WINE TRADING COMPANY,250 TARAVAL,98.0,Low Risk,98.0,98.0,98.0
6860,Searchlight Market,1964 Hyde St,92.0,Low Risk,90.0,88.0,92.0
6863,Cheese Plus,2001 Polk St,86.0,Moderate Risk,90.46153846153847,86.0,98.0
6864,Green & Polk Produce,2222 Polk St,96.0,Moderate Risk,91.5,90.0,96.0
6904,BUCHANAN FOOD MART,2135 BUCHANAN St,96.0,Low Risk,96.8,96.0,100.0
6912,"STORE ON THE CORNER, THE",121 NEW MONTGOMERY St,86.0,Moderate Risk,87.11111111111111,86.0,88.0
6913,XTRA OIL CORP,3750 03rd St,89.0,Low Risk,91.25,89.0,98.0
6916,GRAND 7 LIQUOR & DELI,1740A Cesar Chavez St,81.0,Low Risk,78.66666666666667,77.0,81.0
6944,ABC Super Market Inc,641 Broadway St,90.0,Low Risk,90.0,90.0,90.0
6948,Kin Fai Produce,628 Pacific Ave,86.0,Moderate Risk,88.25,86.0,92.0
6962,Luen Fat Market,1135 Stockton St,90.0,Low Risk,88.88888888888889,88.0,90.0
6965,Hang Seng Meat Market,834 Jackson St,75.0,Moderate Risk,81.15384615384616,75.0,87.0
6966,M.P. Seafood Market,848 Jackson St,92.0,Moderate Risk,93.5,92.0,98.0
7024,JERUSULEM,1300 FITZGERALD Ave,86.0,Low Risk,88.0,86.0,92.0
7033,Sunset Strip,2601 Judah Street,94.0,Moderate Risk,91.0,87.0,94.0
7055,EVERGREEN MARKET,2539 MISSION St,75.0,High Risk,75.76470588235294,75.0,76.0
7087,VALENCIA FARMER'S MARKET,1299 VALENCIA St,90.0,Low Risk,89.45454545454545,87.0,92.0
7095,ABE'S MARKET,378 FILLMORE St,94.0,Low Risk,93.0,92.0,94.0
7105,CENTRAL HAIGHT MARKET,1301 HAIGHT St,94.0,Low Risk,94.0,94.0,94.0
7111,OAK FAIR MARKET,999 OAK St,98.0,Low Risk,98.0,98.0,98.0
7112,NICK'S SUPER MARKET,144 PAGE St,100.0,,100.0,100.0,100.0
7119,LO-COST MEAT MARKET #2,2918 24th St,72.0,High Risk,72.0,72.0,72.0
7206,NOE HILL MARKET,4001 19th St,100.0,Moderate Risk,97.33333333333333,96.0,100.0
7207,GOLDEN PRODUCE,172 CHURCH St,94.0,Low Risk,87.4,82.0,94.0
7210,NOE VALLEY MARKET,200 NOE St,98.0,Low Risk,98.0,98.0,98.0
7211,RELIANCE MARKET,699 Castro St,86.0,Moderate Risk,88.44444444444444,86.0,100.0
7214,SUN FAT SEAFOOD,2687 MISSION St,87.0,High Risk,89.1,87.0,94.0
7216,El Chico Produce Market #2,4600 Mission St,75.0,High Risk,75.95,75.0,77.0
7241,CHEVRON #1712,1790 LOMBARD St,96.0,Low Risk,96.0,96.0,96.0
7243,CASA LUCAS #3,4555 MISSION St,82.0,High Risk,80.77777777777777,75.0,87.0
7275,HONG KUN COMPANY,2558 NORIEGA St,96.0,Low Risk,97.5,96.0,100.0
7276,RADMAN'S PRODUCE MARKET,201D TURK St,82.0,Moderate Risk,87.14285714285714,82.0,94.0
7361,PastaGina,741 Diamond St,86.0,Low Risk,86.0,86.0,86.0
7366,ALL STATES BEST FOODS,1607 20th St,96.0,Low Risk,96.66666666666667,96.0,98.0
7375,WALGREENS #05487,5300 03rd St,91.0,Low Risk,94.0,91.0,100.0
7394,TORINO MARKET,4830 03rd St,88.0,Low Risk,81.57142857142857,73.0,88.0
7405,TRADER JOE'S,3 MASONIC Ave,89.0,Moderate Risk,86.6,85.0,89.0
7407,TRADER JOE'S,555 09th St,94.0,Low Risk,93.75,92.0,96.0
7449,CHEVRON #1760,1298 HOWARD St,98.0,Low Risk,98.66666666666667,98.0,100.0
7456,Cowgirl Creamery/Artisan Cheese,1 Ferry Building  #17,100.0,,100.0,100.0,100.0
7457,24TH STREET CHEESE COMPANY,3893 24th St,96.0,Moderate Risk,96.0,96.0,96.0
7461,PACIFIC HEIGHTS CHEVRON,2500 CALIFORNIA St,98.0,Low Risk,98.66666666666667,98.0,100.0
7467,RUSSELL'S CONVENIENCE #621,199 FREMONT St,88.0,Low Risk,88.85714285714286,88.0,90.0
7471,S & P Concessions - Mendocino,Ferry Plaza - Pier 1,98.0,Low Risk,98.0,98.0,98.0
7475,North Beach Food Mart,900 Columbus Ave,96.0,Low Risk,96.0,96.0,96.0
7477,Harbor Emperor,377,96.0,Low Risk,97.0,96.0,98.0
7479,RJ's Market,1425 Sansome St,93.0,High Risk,89.25,88.0,93.0
7480,Union Street Produce,801 Union St,96.0,Moderate Risk,91.2,90.0,96.0
7482,Ten Ren Tea Co S F Ltd,949 Grant Ave,85.0,Low Risk,90.4,85.0,94.0
7488,EUROPA EXPRESS,746-750 LA PLAYA St,79.0,Low Risk,84.0,79.0,94.0
7489,GAS & SHOP,599 South Van Ness Ave,94.0,Low Risk,82.64285714285714,77.0,94.0
7491,AUTO CITY Food Mart,505 So. Van Ness Ave,80.0,High Risk,84.75,80.0,100.0
7493,MR. PICKLE'S SANDWICH SHOP,3380 20th St,90.0,Moderate Risk,87.66666666666667,84.0,94.0
7495,LINCOLN 76,1200 LA PLAYA St,100.0,Low Risk,97.33333333333333,96.0,100.0
7496,Peralta,Pier 41,96.0,Moderate Risk,89.6,88.0,96.0
7503,The Daily Habit,1 Maritime Plaza,100.0,Moderate Risk,94.66666666666667,92.0,100.0
7512,Superette Market,128 EDDY ST,87.0,High Risk,86.07142857142857,84.0,88.0
7517,Discount Grocers,1203 Polk St,100.0,Low Risk,99.5,98.0,100.0
7519,EMPIRE MARKET,399 EDDY St,100.0,Moderate Risk,98.66666666666667,96.0,100.0
7525,Stone House Calif Olive Oil,1 Ferry Building  #28,98.0,Low Risk,98.0,98.0,98.0
7527,DON CHUYS MEXI-MERCADO,544 EXCELSIOR Ave,96.0,Low Risk,95.2,94.0,96.0
7528,Encinal,Pier 41,98.0,Low Risk,94.8,92.0,98.0
7529,BILLIARD PALACADE,5179 MISSION St,100.0,Low Risk,98.66666666666667,98.0,100.0
7534,RUSSELL'S CONVENIENCE #605,333 MARKET St,92.0,Moderate Risk,93.6,92.0,96.0
7537,NEW WING HING SEAFOOD MARKET,2222 CLEMENT St,83.0,Low Risk,83.92307692307692,83.0,86.0
7538,FREDS LIQUOR & DELI,151 06th St,96.0,Low Risk,96.0,96.0,96.0
7546,Acme Bread Company,1 Ferry Building  #15,100.0,,100.0,100.0,100.0
7547,Sur La Table,1 Ferry Building  #37,90.0,Moderate Risk,92.0,90.0,100.0
7555,VINH KHANG HERBS & GINSENG,512 CLEMENT St,100.0,Moderate Risk,98.66666666666667,96.0,100.0
7558,Seafood Center,831 Clement St,92.0,Low Risk,91.27272727272727,90.0,92.0
7573,Green Earth Natural Foods,860 DIVISADERO St,98.0,Low Risk,92.0,90.0,98.0
7575,SUPER MIRA,1790 SUTTER St,90.0,Low Risk,87.66666666666667,85.0,90.0
7576,CHEVRON STATIONS INC. #1522,1501 VAN NESS Ave,100.0,,100.0,100.0,100.0
7598,BEVERAGES & MORE,201 BAYSHORE Blvd,94.0,Low Risk,94.0,94.0,94.0
7599,Intintoli,Pier 41,98.0,Low Risk,98.0,98.0,98.0
7600,MV Vallejo,Pier 41,98.0,Low Risk,99.0,98.0,100.0
7601,Old Blue,Pier 41,100.0,Low Risk,98.66666666666667,98.0,100.0
7602,Oski,Pier 41,94.0,Low Risk,94.66666666666667,94.0,96.0
7603,Royal Star,Pier 41,93.0,High Risk,96.25,93.0,100.0
7605,SONOMA LIQUORS,65 06th St,92.0,Moderate Risk,94.0,92.0,98.0
7610,UNIMART,1201 HOWARD St,98.0,Low Risk,97.5,96.0,98.0
7634,S & P Concessions-MS Marin,Ferry Plaza Pier,100.0,,100.0,100.0,100.0
7635,SURFSIDE LIQUORS,950 Innes Ave,92.0,Low Risk,90.85714285714286,90.0,92.0
7636,LEE'S FOOD MARKET,1397 Revere Ave,78.0,Moderate Risk,79.5,78.0,81.0
7640,JUDAH MINI MARKET,2264 JUDAH St,100.0,Moderate Risk,98.66666666666667,96.0,100.0
7641,OTHER AVENUES FOOD STORE,3930 JUDAH St,94.0,Low Risk,90.5,87.0,94.0
7643,PACIFIC SUPER MARKET,2900 ALEMANY Blvd,67.0,Moderate Risk,73.52380952380952,67.0,78.0
7645,LUCKY PORK MARKET,2659 MISSION St,86.0,Moderate Risk,87.14285714285714,86.0,90.0
7646,VALENCIA GROCERY,1300 VALENCIA St,98.0,Low Risk,96.0,94.0,98.0
7649,SERV U MARKET,2750 21st St,92.0,Low Risk,94.88888888888889,92.0,98.0
7651,24 HR CONVENIENCE MKT,793 DIVISADERO St,100.0,,100.0,100.0,100.0
7652,GROVE ST. MARKET,500 GROVE St,100.0,Low Risk,91.0,86.0,100.0
7653,HAYES MARKET,698 HAYES St,94.0,Low Risk,96.0,94.0,98.0
7655,H&W Market,801 HAYES St,94.0,Low Risk,94.0,94.0,94.0
7661,DONA TERE'S MARKET,2780 21st St,92.0,Low Risk,86.5,83.0,92.0
7663,GGP MARKET,2948 24th St,94.0,Low Risk,93.0,90.0,94.0
7664,NORM'S MARKET,2201 BRYANT St,98.0,Low Risk,96.2,93.0,98.0
7678,Casa Thai Market,3020 16th St,83.0,High Risk,79.5,73.0,90.0
7689,UNOCAL 76  PACIFIC ENTERPRISES,999 OCEAN Ave,100.0,Moderate Risk,98.0,96.0,100.0
7691,Golden Bear,Pier 41,87.0,Low Risk,90.0,87.0,96.0
7711,RICHMOND NEW MAY WAH SUPERMARKET,719 CLEMENT St,74.0,Moderate Risk,77.33333333333333,74.0,82.0
7718,Mare Island,Pier 41,91.0,Low Risk,91.0,91.0,91.0
7722,Bay Monarch,Pier 41,98.0,Low Risk,98.0,98.0,98.0
7728,PETE'S UNOCAL 76,3701 Noriega St,100.0,,100.0,100.0,100.0
7738,EL CHICO PRODUCE MARKET #4,2965 24th St,78.0,Moderate Risk,78.92307692307692,78.0,80.0
7744,SAFEWAY #759,625 MONTEREY Blvd,96.0,Moderate Risk,97.0,96.0,98.0
7745,"Cost Plus, Inc",2552 Taylor St,98.0,Low Risk,93.77777777777777,92.0,98.0
7747,SAFEWAY STORE #964,4950 Mission St,83.0,Low Risk,84.25,81.0,88.0
7748,FOODS CO. #351,345 WILLIAMS Ave,90.0,Moderate Risk,90.0,90.0,90.0
7755,ARIZMENDI BAKERY,1331 09th Ave,92.0,Low Risk,92.0,92.0,92.0
7757,CAKE GALLERY,290 09th St,93.0,High Risk,90.42857142857143,86.0,93.0
7759,PASITA'S BAKERY,10 PERSIA Ave,89.0,Low Risk,90.0,89.0,92.0
7761,LELENITA'S CAKES,3743 MISSION St,86.0,Low Risk,89.46666666666667,86.0,92.0
7762,Liguria Bakery,1700 Stockton St,83.0,Low Risk,83.0,83.0,83.0
7764,YASUKOCHI'S SWEET SHOP,1790 SUTTER St,90.0,Low Risk,92.55555555555556,90.0,96.0
7765,HILDA'S MART & BAKE SHOP,145 PERSIA Ave,94.0,Low Risk,93.0,91.0,94.0
7768,THE CAKEMAKER,509 LAGUNA St,100.0,,100.0,100.0,100.0
7772,LA REYNA BAKERY,3114 24th St,88.0,Low Risk,88.75,84.0,92.0
7778,PAN LIDO SALVADORENO #2 INC.,5216 MISSION St,91.0,High Risk,92.66666666666667,91.0,96.0
7779,LA MEXICANA BAKERY,2804 24th St,96.0,Moderate Risk,95.33333333333333,94.0,96.0
7786,DIANDA'S ITAL-AMER.PASTRY CO.,2883 Mission St,88.0,Moderate Risk,88.77777777777777,85.0,96.0
7856,Mee Mee Bakery,1328 Stockton St,92.0,Low Risk,87.0,84.0,92.0
7857,JOLT N' BOLT,2325 03rd St 100,92.0,Moderate Risk,94.66666666666667,92.0,100.0
7880,Ballroom Bakery,55 4th St,94.0,Low Risk,94.0,94.0,94.0
7997,COSTCO WHOLESALE,450 10th St,96.0,Moderate Risk,93.6,92.0,96.0
8122,A. TARANTINO & SONS INC.,2275 JENNINGS St,98.0,Low Risk,98.0,98.0,98.0
8202,Xiao Loong,250 WEST PORTAL AVENUE,84.0,Low Risk,78.375,69.0,84.0
8251,Hog Island Oyster Co,1 Ferry Building #11A,98.0,Low Risk,99.0,98.0,100.0
8750,Kokoro Assisted Living,1881 Bush Street,91.0,High Risk,92.6,91.0,94.0
8821,Williams-Sonoma,340 Post St,94.0,Low Risk,93.0,92.0,94.0
8823,Miette,1 Ferry Building Shop 10,100.0,,100.0,100.0,100.0
8847,Village Market,1 Ferry Building #29,83.0,High Risk,83.0,83.0,83.0
8882,Imperial Tea Court,1 Ferry Building #27,100.0,Moderate Risk,92.2,87.0,100.0
8948,SEGAFREDO,33 Powell St,88.0,Low Risk,89.8,88.0,92.0
9103,Marketbar,1 Ferry Building #36,89.0,High Risk,88.5,88.0,89.0
9155,STARBUCKS,350 RHODE ISLAND,92.0,Moderate Risk,93.5,92.0,98.0
9156,MEXICO AU PARC,24 SOUTH PARK STREET,87.0,High Risk,87.5,87.0,88.0
9163,WRAPS TO GO,101 SPEAR STREET #A-14,90.0,Moderate Risk,90.0,90.0,90.0
9164,WORKING GIRLS' CAFE #4,122 NEW MONTGOMERY STREET,90.0,Low Risk,86.5,83.0,90.0
9208,Nordstrom Expresso Bar,285 Winston Dr.,94.0,Moderate Risk,87.6,80.0,94.0
9232,Fillmore Street Cafe,1301 Fillmore Street,90.0,Low Risk,86.8,80.0,94.0
9248,Belly Good Cafe & Crepes,1737 Post St. #393,100.0,Low Risk,97.33333333333333,96.0,100.0
9273,Taqueria Mana,439 Stockton St,76.0,High Risk,80.8,76.0,85.0
9283,La Fonda,712 Irving St,80.0,Moderate Risk,83.3076923076923,80.0,87.0
9289,Subway #27715,653 Kearny St,94.0,Low Risk,84.16666666666667,77.0,94.0
9298,El Mansour,3121 clement st,87.0,Moderate Risk,85.91666666666667,85.0,87.0
9310,La Playa Taqueria,3817 Noriega St,89.0,High Risk,90.66666666666667,89.0,94.0
9358,Edgewood Children's Center,1801 Vicente St,98.0,Low Risk,98.5,96.0,100.0
9359,Curry Senior Center,315 Turk St,96.0,Moderate Risk,91.2,90.0,96.0
9444,Kiki Japanese Restaurant,1269 09th Ave,96.0,Moderate Risk,93.0,92.0,96.0
9582,Dimples,1700 Post St.,88.0,Low Risk,88.0,88.0,88.0
9599,Ladle and Leaf,275 Battery St,76.0,High Risk,78.85714285714286,76.0,96.0
9631,7-Eleven Store 2231-33429A,43 Drumm St,85.0,High Risk,88.0,85.0,92.0
9652,TOWN HALL RESTAURANT,342 HOWARD STREET,74.0,High Risk,80.16666666666667,74.0,89.0
9672,San Francisco Fish Company,1 Ferry Buiding  #31,100.0,,100.0,100.0,100.0
9677,Sugar Bowl,2238 Geary Blvd,89.0,High Risk,89.0,89.0,89.0
9679,Eastern Bakery Inc,720 Grant Ave,74.0,Moderate Risk,70.5909090909091,63.0,81.0
9684,Episcopal Community Services,1001 Polk St.,90.0,Low Risk,85.66666666666667,82.0,90.0
9710,RICKSHAW STOP,155 FELL ST,94.0,Moderate Risk,95.0,94.0,96.0
9727,7-ELEVEN STORE 2231-33434T,711 MARKET STREET,81.0,Low Risk,86.63636363636364,81.0,94.0
9745,Panda Express,1480 Fillmore St.,98.0,Low Risk,96.0,94.0,98.0
9765,Windsor Tearoom,334 Mason St,100.0,,100.0,100.0,100.0
9797,Kaiser Permanente Nutrition - 5th floor,2425 Geary Blvd,100.0,,100.0,100.0,100.0
9869,Donut World,1399 09th Ave,96.0,Moderate Risk,97.0,96.0,98.0
9948,Whole Foods Market,399 04th St,96.0,Moderate Risk,86.85714285714286,80.0,96.0
10030,Marshall Elementary School,1575 15th St,100.0,Moderate Risk,95.0,92.0,100.0
10083,Morning Brew Cafe,401 Sansome St,81.0,Moderate Risk,81.0,81.0,81.0
10127,AMICI'S EAST COAST PIZZERIA,216 KING STREET,96.0,Moderate Risk,94.5,93.0,96.0
10131,Cybelle's Front Room,1385 09th Ave,92.0,Low Risk,89.875,87.0,92.0
10170,Piaza Pellegrini,659 Columbus Ave,82.0,Moderate Risk,82.0,82.0,82.0
10227,The Napper Tandy,3200 24th St,75.0,High Risk,80.0,75.0,85.0
10235,Nijiya Market,1737 Post St 333,89.0,Low Risk,88.75,88.0,89.0
10238,King of Thai Noodle House,184 O'Farrell St,53.0,Moderate Risk,66.88888888888889,53.0,81.0
10280,TENDERLOIN ELEMENTARY SCHOOL,627 TURK ST,92.0,Moderate Risk,86.58823529411765,81.0,98.0
10282,Jewish Community Center,3200 California,91.0,Low Risk,90.0,86.0,92.0
10332,Harvest Urban Market,191 08th St,77.0,Moderate Risk,77.9090909090909,77.0,79.0
10372,BERNAL HEIGHTS NEIGBORHOOD CENTER,515 CORTLAND AVE,100.0,,100.0,100.0,100.0
10373,El Tonayense #1,1717 Harrison St,83.0,Low Risk,83.7,79.0,88.0
10376,Good Frikin Chicken,10 29th St,98.0,Low Risk,90.4,85.0,98.0
10377,AT&T - FAB FRY BREAD (LOWER CENTER FIELD) [147480],24 WILLIE MAYS PLAZA,93.0,High Risk,93.375,92.0,100.0
10406,Sunset Youth Services,3918 Judah St,100.0,,100.0,100.0,100.0
10433,Cafe La Taza,470 Post St,86.0,Moderate Risk,80.0,70.0,90.0
10438,Piraat Pizza,696 Sutter St,92.0,Moderate Risk,91.33333333333333,90.0,92.0
10540,Slanted Door Restaurant,1 Ferry Building #3,87.0,High Risk,87.66666666666667,87.0,89.0
10615,Rulli Risto-Bar,2300 Chestnut St.,96.0,Moderate Risk,96.0,96.0,96.0
10625,Boxed Foods Company,245 Kearny St,85.0,High Risk,82.52941176470588,79.0,85.0
10668,A16,2355 CHESTNUT ST,96.0,Low Risk,96.0,96.0,96.0
10875,Brendas Meat & Three,919 DIVISADERO ST,90.0,Low Risk,91.0,90.0,92.0
10877,CHINA FIRST INC.,336 CLEMENT ST,81.0,Moderate Risk,81.0,81.0,81.0
10931,ROYAL GROUND COFFEE,3101 Geary Blvd,96.0,Low Risk,93.5,91.0,96.0
10986,7-Eleven Store 2231-33437T,217 Sutter St,92.0,Low Risk,92.0,92.0,92.0
10990,Tak Kee Lee Restaurant,2435 Noriega St,86.0,Moderate Risk,83.5,81.0,86.0
11034,RITA'S CATERING TRUCK,100 Alemany Blvd,72.0,Low Risk,72.0,72.0,72.0
11289,STARBUCKS,280 KING STREET,96.0,Low Risk,92.4,90.0,96.0
11304,HIDIVE,PIER 28 1/2,96.0,Low Risk,92.4,90.0,96.0
11365,LE PETITT'S KITCHEN,265 GOLDEN GATE AVE,96.0,Moderate Risk,97.0,96.0,98.0
11379,ALAMO SQUARE MARKET,535 SCOTT ST,85.0,Low Risk,85.0,85.0,85.0
11416,El Beach Burrito,3914 Judah St,92.0,Low Risk,87.11111111111111,80.0,94.0
11487,AT&T - GHIRARDELLI CHOCOLATE CO. (CLUB LEVEL) [147802],24 WILLIE MAYS PL,91.0,Low Risk,93.25,91.0,100.0
11488,AT&T - GHIRARDELLI CHOCOLATE CO. (VIEW LEVEL) [147802],24 Willie Mays Pl,100.0,Low Risk,98.5,96.0,100.0
11491,Boulette's Larder,1 Ferry Building,100.0,High Risk,97.66666666666667,93.0,100.0
11492,Burgermeister,759 Columbus Ave,90.0,Low Risk,87.77777777777777,86.0,90.0
11568,Mijita,1 Ferry Building,86.0,Moderate Risk,86.0,86.0,86.0
11594,The Grand Nightclub,520 4th St,90.0,Moderate Risk,91.5,90.0,96.0
11610,On Lok,225 30th St,98.0,High Risk,89.83333333333333,87.0,98.0
11860,Colibri Mexican Bistro,438 Geary St,80.0,Low Risk,84.94444444444444,80.0,96.0
12005,PORTOLA BAPTIST CHURCH,225 PIOCHE STREET,98.0,Low Risk,98.0,98.0,98.0
12083,OOLA RESTAURANT & BAR,860A FOLSOM STREET,83.0,High Risk,83.0,83.0,83.0
12199,El Gallo Giro,3055 23rd St,91.0,Low Risk,91.6,91.0,92.0
12285,Peet's Coffee Kiosk,1580 Valencia St,100.0,,100.0,100.0,100.0
12344,The Village Market & Pizza,750 Font Blvd,96.0,Moderate Risk,97.5,96.0,100.0
12682,Jewish Community High School of the Bay,1835 Ellis St.,85.0,Low Risk,85.0,85.0,85.0
12768,VASQUEZ COFFEE CO,50 MENDELL STREET #1,90.0,Low Risk,91.0,90.0,92.0
12788,LA TERRA,511 HARRISON STREET,96.0,Moderate Risk,96.0,96.0,96.0
12970,LA COCINA,2948 FOLSOM STREET,82.0,Moderate Risk,91.71428571428571,82.0,100.0
13041,Coi,373 broadway St,93.0,High Risk,95.5,93.0,98.0
13062,Everett Middle School,450 Church St,98.0,Low Risk,90.08333333333333,86.0,98.0
13218,"LESLIE A. HENNESSY, INC.",545 02nd St,85.0,Moderate Risk,85.625,85.0,86.0
13226,CALIFORNIA WINE MERCHANT,2113 CHESTNUT ST,98.0,Low Risk,98.0,98.0,98.0
13313,MV Solano,Pier 41,100.0,,100.0,100.0,100.0
13374,Rooftop Middle School,500 Corbett St.,98.0,Low Risk,91.77777777777777,83.0,100.0
13426,Trader Joe's,401 Bay St,96.0,Low Risk,92.72727272727273,90.0,96.0
13427,Extreme Pizza,3911 Alemany Bl.,94.0,Low Risk,94.8,94.0,98.0
13428,SAFEWAY #2606,298 KING STREET,90.0,Low Risk,90.0,90.0,90.0
13623,CAFE MADELEINE,149 NEW MONTGOMERY STREET,83.0,High Risk,84.77777777777777,83.0,87.0
13671,AFC SUSHI @SAFEWAY 2606,298 KING STREET,94.0,Moderate Risk,90.66666666666667,89.0,94.0
13753,Taboun,203 Parnassus Ave,88.0,Low Risk,90.25,88.0,94.0
13814,Go Go Market & Deli,99 09th St,88.0,Low Risk,84.66666666666667,82.0,88.0
13831,Focaccia Market Bakery,119 Sacramento St A,83.0,Low Risk,79.5,77.0,83.0
13838,Judahlicious Juice,3906 Judah st,90.0,Moderate Risk,92.5,90.0,100.0
14005,Yuyu Sushi,1559 A Sloat St,90.0,Low Risk,90.5,90.0,92.0
14071,SUBWAY #30196,700 04th St,96.0,Moderate Risk,93.0,92.0,96.0
14075,BLUE BOTTLE COFFEE LLC,315 LINDEN ST,94.0,Low Risk,94.0,94.0,94.0
14285,Lee's Deli,75 Battery St,83.0,Low Risk,80.77777777777777,78.0,83.0
14303,Mango Medley,3911 Judah St.,84.0,Moderate Risk,84.0,84.0,84.0
14429,Little Star Pizza,846 Divisadero,100.0,,100.0,100.0,100.0
14525,Sodexo at Academy of Art,180 New Montgomery St.,100.0,,100.0,100.0,100.0
14568,THE Art Bistro,6900 GEARY BLVD,94.0,Low Risk,87.45454545454545,82.0,94.0
14577,KIM HOANG CAFE & FAST FOOD,246-250 LEAVENWORTH ST,79.0,Moderate Risk,81.5,79.0,89.0
14688,Eagle Cafe,111 Pine St,96.0,Moderate Risk,96.0,96.0,96.0
14740,Eggette Cafe,3136 Noriega St,98.0,Low Risk,99.0,98.0,100.0
14743,Polly Ann Ice Cream,3138 Noriega St.,100.0,Low Risk,98.5,96.0,100.0
14909,White Swan Inn,845 Bush St,100.0,Low Risk,99.0,98.0,100.0
14910,Petite Auberge,863 Bush St,100.0,Low Risk,99.0,98.0,100.0
14971,San Francisco Public Montessori,2340 Jackson St,100.0,Low Risk,99.0,96.0,100.0
15120,Nordstrom Espresso Bar,865 Market Street,92.0,Moderate Risk,90.4,88.0,94.0
15279,Deli World,18 Ocean Ave.,94.0,Low Risk,93.0,92.0,94.0
15535,Boudin Bakery & Cafe,160 Jefferson St 1st Floor,98.0,Low Risk,94.14285714285714,92.0,98.0
15738,Lao Table,149 2nd St,75.0,Moderate Risk,78.57142857142857,75.0,100.0
15752,Peet's Coffee & Tea,2  Embarcadero Center  #R2113,100.0,,100.0,100.0,100.0
15806,Vital Tea Leaf,1044 Grant Ave,100.0,Low Risk,97.0,96.0,100.0
16047,THE RICHMOND,615 Balboa St,93.0,High Risk,92.2,92.0,93.0
16286,Starbucks Coffee (Store #9743),425 Battery St,88.0,Low Risk,88.0,88.0,88.0
16329,Oscar Burger & Deli,1850 Cesar Chavez St,83.0,Moderate Risk,70.78571428571429,64.0,83.0
16349,L's Cafe,2871 24th St,92.0,Low Risk,91.26315789473684,88.0,94.0
16424,Sam's Market,580 Precita Ave,92.0,Moderate Risk,92.0,92.0,92.0
16432,AFC Sushi @ Safeway #1206,300 Bay St,100.0,Moderate Risk,97.6,94.0,100.0
16441,Hawaiian Drive Inn,2600 San Bruno Ave,76.0,Low Risk,79.14285714285714,74.0,92.0
16513,Evergreen Garden Restaurant,3100 18th St,81.0,Moderate Risk,82.38461538461539,81.0,83.0
16751,Nihon,1779 Folsom St,92.0,Low Risk,93.6,92.0,96.0
16784,Muskaan Cuisine of India,101 Spear St 22,96.0,Moderate Risk,96.0,96.0,96.0
17346,AFC Sushi @ Safeway #667,5290 Diamond Heights Blvd,98.0,Low Risk,99.0,98.0,100.0
17423,Project Open Hand,100 Diamond St,100.0,,100.0,100.0,100.0
17508,"International Hotel Senior Housing, Inc",848 Kearny St,89.0,Moderate Risk,94.5,89.0,100.0
17570,Tres Agaves,130 Townsend St,84.0,Low Risk,84.0,84.0,84.0
17612,Laguna Grove Care,624 Laguna St,94.0,Moderate Risk,97.0,94.0,100.0
17616,SUGAR LOUNGE,377 Hayes St,85.0,Moderate Risk,87.2,85.0,96.0
17647,Enjoy Vegetarian Restaurant,754 KIRKHAM St,88.0,Moderate Risk,88.0,88.0,88.0
17689,New Mings Restaurant,641 Mission St,70.0,High Risk,71.84615384615384,70.0,74.0
17723,Sushi Suki Restaurant,360 C West Portal Ave,88.0,Low Risk,78.25,69.0,88.0
17750,Squat and Gobble Cafe,2263 Chestnut St,93.0,High Risk,81.8,80.0,93.0
17762,Patxi's Chicago Pizza,511 Hayes St,88.0,Low Risk,85.6923076923077,82.0,94.0
17779,New Bosworth Market,145 Bosworth,90.0,Moderate Risk,75.36363636363636,67.0,90.0
17822,Peet's Coffee & Tea,601 Van Ness Ave Suite A,98.0,Low Risk,97.5,96.0,100.0
17933,Nile Cafe,544 Jones St,100.0,Low Risk,97.33333333333333,96.0,100.0
17946,Pizzeria Delfina,3611 18th St,94.0,Low Risk,94.4,92.0,100.0
17947,Um Ma Son,5850 GEARY BLVD,71.0,High Risk,78.86666666666666,71.0,84.0
18047,Las Palmeras,2721 Mission St,77.0,High Risk,74.28571428571429,72.0,77.0
18079,Joe's coffee Shop,6134 Geary Blvd,94.0,Moderate Risk,94.28571428571429,92.0,98.0
18102,Kim Son Restaurant,3614 BALBOA St,92.0,Moderate Risk,81.61538461538461,71.0,92.0
18120,Ayola,118 NEW MONTGOMERY STREET,88.0,Low Risk,90.66666666666667,88.0,96.0
18126,Tacos San Buena,768 Sansome St,96.0,Moderate Risk,96.0,96.0,96.0
18268,Que Syrah,230 West Portal Ave,94.0,Moderate Risk,96.0,94.0,100.0
18310,Chef Hunan,4661 MISSION St,83.0,High Risk,84.57142857142857,82.0,90.0
18357,BARRIO,1609 Powell St,86.0,Moderate Risk,86.0,86.0,86.0
18399,Starbucks,3735 Buchanan St,98.0,Low Risk,98.0,96.0,100.0
18422,Pisces California Cuisine,3416 Judah st,98.0,Low Risk,98.0,98.0,98.0
