business_id,business_name,business_address,recent_score,recent_risk,average_score,minimum_score,maximum_score
1444,Starbucks Coffee,1560 Van Ness Ave,100.0,Moderate Risk,99.2,96.0,100.0
1452,CAFE V,1525 FOLSOM St,87.0,Moderate Risk,88.77777777777777,87.0,90.0
1454,KISS SEAFOOD,1708 LAGUNA St,100.0,Low Risk,96.0,94.0,100.0
1466,Whole Foods Steep Brew,1765 CALIFORNIA St,100.0,Low Risk,99.33333333333333,98.0,100.0
1469,Holiday Inn Express-Main Kitchen,550 North Point St,100.0,Low Risk,99.0,98.0,100.0
1482,A2 CAFE,450 IRWIN St,74.0,Low Risk,74.0,74.0,74.0
1486,STARBUCKS COFFEE,675 PORTOLA Dr,98.0,Low Risk,99.0,98.0,100.0
1487,PEET'S COFFEE & TEA,101 02nd St 150,90.0,Moderate Risk,93.66666666666667,90.0,100.0
1493,Peet's Coffee & Tea,1 Ferry Building  C3,100.0,Low Risk,94.33333333333333,92.0,100.0
1496,FOUR SEASONS HOTEL- EMPLOYEE  CAFETERIA,757 MARKET St BASE.,91.0,Low Risk,92.66666666666667,91.0,96.0
1505,Starbucks Coffee Company #6765,359 Grant Ave,96.0,Moderate Risk,98.0,96.0,100.0
1508,Nonna Rose Restaurant,Foot of Taylor St #7,90.0,Low Risk,89.6,88.0,90.0
1509,CLUB WAZIEMA,543 DIVISADERO St,92.0,Moderate Risk,90.8,90.0,92.0
1520,STARBUCKS #5852,199 FREMONT St,100.0,,100.0,100.0,100.0
1526,CHOUQUET'S,2500 WASHINGTON St,85.0,Moderate Risk,78.75,71.0,85.0
1527,CITY'S CHOICE,301 05th St,90.0,Moderate Risk,87.0,84.0,90.0
1529,STARBUCKS,490 BRANNAN St,98.0,Low Risk,98.0,98.0,98.0
1532,Neiman Marcus On The Square,"150 Stockton St, Ground Floor",96.0,Moderate Risk,92.66666666666667,91.0,96.0
1534,Cafe Niebaum Coppola,916 Kearny St,88.0,Low Risk,88.0,88.0,88.0
1542,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,83.0,Low Risk,84.71428571428571,83.0,87.0
1544,OMNI S.F. Hotel - Food & Beverage Storeroom,"500 California St, Basement",98.0,Low Risk,99.0,98.0,100.0
1555,Fino,1 Cosmo Pl,92.0,Low Risk,92.0,92.0,92.0
1564,Cornell Hotel - Jeanne D'Arc,715 Bush St,100.0,Low Risk,99.0,98.0,100.0
1565,Uncle Vito's Pizza,700 Bush St,94.0,Low Risk,85.75,79.0,94.0
1566,Asia Chinese Food #2,350 Bay St,79.0,Low Risk,82.6,79.0,85.0
1567,TANPOPO,1740 BUCHANAN St,87.0,High Risk,87.0,87.0,87.0
1568,901 Columbus Cafe,901 Columbus Ave,92.0,Low Risk,90.85714285714286,90.0,92.0
1571,SF Bay Club - Court Cafe,150 Greenwich St,86.0,Low Risk,87.3,85.0,90.0
1579,Nick's Lighthouse,Foot of Taylor St 5,90.0,Moderate Risk,90.14285714285714,88.0,92.0
1582,Caffe Bianco,39 Sutter St,79.0,Moderate Risk,80.6,79.0,83.0
1584,ESPERPENTO RESTAURANT,3295 22nd St,77.0,Low Risk,82.66666666666667,77.0,87.0
1594,Young's Restaurant,601 Kearny St,73.0,Moderate Risk,68.73076923076923,61.0,76.0
1595,Zazie,941 COLE St,90.0,Low Risk,91.55555555555556,90.0,94.0
1596,BURGERMEISTER,86 Carl St,96.0,Low Risk,96.0,96.0,96.0
1598,Cafe Bean,800 Sutter St,80.0,Low Risk,85.05882352941177,80.0,92.0
1608,CLADDAGH COFFEE,951 Geneva Ave,92.0,Low Risk,91.83333333333333,90.0,94.0
1609,Tung Sing Restaurant,4015 24th St,83.0,Low Risk,76.0,72.0,83.0
1614,STARBUCKS COFFEE #5646,455 MARKET St,94.0,Low Risk,95.66666666666667,94.0,100.0
1615,Starbucks Coffee,27 Drumm St,96.0,Low Risk,97.0,96.0,98.0
1617,CLEMENT BBQ RESTAURANT,617 CLEMENT St,69.0,Moderate Risk,73.4,69.0,78.0
1619,BENDERS BAR & GRILL,800-806 SOUTH VAN NESS Ave,92.0,Moderate Risk,91.5,90.0,94.0
1626,LUPA TRATTORIA,4109 24th St,92.0,Moderate Risk,92.0,92.0,92.0
1631,Casa Mexicana Restaurant,3917 24th St,80.0,Low Risk,78.05,77.0,80.0
1632,SWEET CHINITO,3100 MISSION St,94.0,Low Risk,94.2,92.0,96.0
1635,KEZAR PUB,770 Stanyan St,91.0,Low Risk,91.0,91.0,91.0
1636,AXUM,698 Haight St,88.0,Moderate Risk,88.0,88.0,88.0
1641,MARTHA & BROS. COFFEE CO,1551 Church St,90.0,Moderate Risk,82.875,77.0,90.0
1649,COURTYARD BY MARRIOTT-RESTAURANT,299 02nd St,88.0,Low Risk,90.5,88.0,98.0
1652,STARBUCKS,201 03rd St,100.0,Moderate Risk,81.66666666666667,78.0,100.0
1664,PANDA EXPRESS,865 MARKET St C24,96.0,Low Risk,94.0,90.0,98.0
1668,SILVER CREST DONUT SHOP,340 BAYSHORE Blvd,94.0,Low Risk,88.25,84.0,98.0
1671,Just For You Cafe Inc.,732 22ND St,87.0,Low Risk,87.0,87.0,87.0
1672,WORKING GIRLS' CAFE III,100 SPEAR St 140,94.0,Moderate Risk,87.44444444444444,85.0,94.0
1673,RUBIN'S,101 SPEAR St,79.0,High Risk,79.0,79.0,79.0
1674,NORDSTROM BAZILLE,865 MARKET St,94.0,Moderate Risk,88.41666666666667,82.0,96.0
1685,"New Lun Ting Cafe, Inc",670 Jackson St,90.0,Low Risk,83.42857142857143,76.0,90.0
1687,Sai's Vietnamese Restaurant,505 Washington St,96.0,Moderate Risk,96.0,96.0,96.0
1692,Plouf,40 Belden Pl,81.0,Low Risk,83.26666666666667,81.0,88.0
1699,TWILIGHT CAFE,2600 McALLISTER St,96.0,Moderate Risk,94.66666666666667,94.0,96.0
1700,Raintree Cafe,118 West Portal Ave,96.0,Low Risk,92.0,89.0,96.0
1702,EL TOREADOR FONDA MEXICANA RESTAURANT,050 WEST PORTAL Ave,73.0,Low Risk,77.33333333333333,73.0,86.0
1703,Lanna Restaurant,1245 Noriega St,86.0,Moderate Risk,88.4,86.0,92.0
1710,Emporio Rulli Il Caffe at Union Square,225 Stockton St,88.0,Moderate Risk,89.0,88.0,91.0
1712,SEA BREEZE CAFE,3940 JUDAH St,96.0,Low Risk,96.0,96.0,96.0
1724,CAFE MUMS,1800 SUTTER St,77.0,Low Risk,81.3125,77.0,86.0
1726,KFC/TACO BELL,4285 MISSION St,92.0,Low Risk,91.8,91.0,92.0
1727,Sun Rise Restaurant,3126 24th St,87.0,Low Risk,88.33333333333333,87.0,91.0
1734,SAI JAI THAI,771 O'FARRELL St,81.0,Low Risk,79.80952380952381,70.0,88.0
1741,Osha Thai Noodle Cafe,696 Geary St,90.0,Low Risk,86.8,78.0,92.0
1742,McAllister Grocery & Deli,136 McAllister St,90.0,Moderate Risk,86.0,83.0,90.0
1754,Fisherman's Pizzeria Inc [#50],2800 Leavenworth St,90.0,Low Risk,87.33333333333333,78.0,90.0
1757,Dar Bar Pakistani/Indian Cusine,1412 Polk St,79.0,Moderate Risk,83.0625,79.0,86.0
1764,FLORIO,1915 FILLMORE St,94.0,Moderate Risk,89.28571428571429,86.0,94.0
1768,Subway Sandwiches,1199 Sutter St,88.0,Moderate Risk,90.1,87.0,100.0
1778,Academy Bar & Kitchen,1800 Fillmore St,91.0,Low Risk,93.0,91.0,94.0
1784,Capannina,1809 UNION St,100.0,Low Risk,91.25,90.0,100.0
1788,EXECUTIVE CAFE,150 EXECUTIVE PARK Blvd 2000,87.0,Low Risk,89.85714285714286,87.0,92.0
1791,GARDEN HOUSE CAFE,3117 CLEMENT St,86.0,Low Risk,87.88235294117646,86.0,96.0
1792,ATLAS CAFE,3049 20th St,90.0,Low Risk,90.0,88.0,98.0
1796,PHILIPPINE DELICACIES,5609 MISSION St,80.0,Moderate Risk,80.66666666666667,80.0,81.0
1797,TIO CHILOS GRILL,2872 24th St,88.0,Low Risk,87.2,85.0,90.0
1798,CHEVRON #1512,1000 HARRISON St,98.0,Low Risk,98.0,98.0,98.0
1800,BRAVO PIZZA,5145 MISSION St,82.0,Moderate Risk,83.0,82.0,84.0
1811,MOONLIGHT CAFE,634 CORTLAND Ave,96.0,Low Risk,92.3,87.0,98.0
1813,Cesario,601 Sutter St,90.0,Moderate Risk,83.91666666666667,78.0,90.0
1815,Banquet Kitchen,55 4th St,75.0,High Risk,79.2,75.0,96.0
1829,Nob Hill Cafe,1152 Taylor St,82.0,Moderate Risk,88.28571428571429,82.0,96.0
1830,Sushi on North Beach,745 Columbus Ave,80.0,Low Risk,82.66666666666667,80.0,86.0
1831,B44,44 Belden Pl,87.0,Low Risk,84.8,81.0,91.0
1832,Murphy's,217 Kearny St,90.0,Low Risk,76.84615384615384,71.0,90.0
1837,Cafe Bastille,22 Belden Pl,77.0,High Risk,82.84615384615384,77.0,88.0
1843,Ma's Dim Sum & Cafe,1315 Powell St,78.0,Low Risk,74.72222222222223,71.0,78.0
1844,15 Romolo,15 Romolo Pl,88.0,Moderate Risk,90.0,88.0,92.0
1850,Battery Street Coffee Roastery,950 Battery St,92.0,Moderate Risk,84.28571428571429,80.0,92.0
1852,Pat's Cafe,2330 Taylor St,92.0,Low Risk,89.125,86.0,92.0
1854,Cafe Venue,218 Montgomery St,90.0,Low Risk,88.5,87.0,90.0
1856,Diller's Delicatessen,348 Pine St,90.0,Moderate Risk,86.875,85.0,90.0
1867,Escape From New York Pizza,333 Bush St #103,90.0,Moderate Risk,90.4,88.0,94.0
1870,Cafe Tiramisu,28 Belden Pl,74.0,Moderate Risk,79.76470588235294,74.0,88.0
1880,Pasquales,2640 Sloat Blvd,88.0,Moderate Risk,88.0,88.0,88.0
1894,MAI'S VIETNAMESE RESTAURANT,316 Clement St,90.0,Low Risk,91.83333333333333,90.0,94.0
1896,SIMPLE PLEASURES CAFE,3434 BALBOA St,90.0,Low Risk,87.14285714285714,85.0,90.0
1912,Cafe Bakery,1345 Noriega St,90.0,Moderate Risk,85.63636363636364,80.0,90.0
1921,TARAVAL OKAZU YA,1735 Taraval St,85.0,Moderate Risk,85.0,85.0,85.0
1922,All stars Donuts,901 Clement St,76.0,Moderate Risk,84.0,76.0,92.0
1926,LINCOLN PARK BAR AND GRILL,300 34th Ave,84.0,Low Risk,86.46153846153847,84.0,92.0
1927,STARBUCKS COFFEE,1799 FULTON St,96.0,Moderate Risk,94.5,93.0,96.0
1930,Sunrise Deli,2115 Irving St,83.0,High Risk,84.46666666666667,83.0,87.0
1931,YUMMY YUMMY VIETNAMESE RESTAURANT,1015 IRVING St,92.0,Moderate Risk,82.71428571428571,79.0,92.0
1932,Five Happiness,4142 Geary Blvd,87.0,High Risk,85.4,83.0,87.0
1939,STARBUCKS COFFEE CO. #603,74 NEW MONTGOMERY St,98.0,Low Risk,98.0,98.0,98.0
1949,PLUTO'S,627 IRVING St,87.0,Low Risk,90.125,87.0,94.0
1950,BULLSHEAD RESTAURANT,840 ULLOA St,89.0,High Risk,89.0,87.0,92.0
1952,Han Bat Korean Restaurant,2001 TARAVAL St,94.0,Low Risk,91.0,87.0,94.0
1954,T C PASTRY,2222 IRVING St,88.0,Moderate Risk,89.0,88.0,91.0
1959,EBISU RESTAURANT,1283 09th Ave,79.0,Moderate Risk,83.16666666666667,79.0,87.0
1963,Spiazzo,033 WEST PORTAL Ave,92.0,Moderate Risk,93.0,92.0,96.0
1968,AL-MASRI EGYPTIAN RESTAURANT,4031 BALBOA St,90.0,Low Risk,81.33333333333333,77.0,90.0
1970,MICADO  RESTAURANT,2126 IRVING St,88.0,Low Risk,87.84615384615384,86.0,90.0
1972,KENTUCKY FRIED CHICKEN,4150 GEARY Blvd,88.0,Moderate Risk,83.14285714285714,74.0,92.0
1973,MY FAVORITE CAFE,2110 CLEMENT St,83.0,Low Risk,74.83333333333333,69.0,83.0
1977,BURMA SUPERSTAR RESTAURANT,309 CLEMENT St,94.0,Moderate Risk,89.8,87.0,94.0
1978,GOLDEN CHARIOT BAKERY & REST,3308 BALBOA St,72.0,High Risk,76.0,72.0,80.0
1983,Four Star Theatre - Snack Bar,2200 CLEMENT St,94.0,Low Risk,95.6,94.0,98.0
1989,PRESIDIO GOLF CLUB,8 Presidio Terr,87.0,Low Risk,90.0,87.0,96.0
1991,SRI THAI CUISINE,4621 LINCOLN Way,86.0,Moderate Risk,87.66666666666667,86.0,91.0
1992,GENEVA STEAK HOUSE,5130 MISSION St,69.0,Moderate Risk,70.86666666666666,69.0,73.0
1994,EL POLLO SUPREMO,5210 MISSION St,92.0,Moderate Risk,91.25,90.0,92.0
2002,PANDA EXPRESS,3251 20th Ave 250H,90.0,Moderate Risk,90.71428571428571,89.0,98.0
2004,Elaine's Kitchen,434 Broadway St,86.0,Moderate Risk,84.33333333333333,83.0,86.0
2008,Hook a Cook,Pier 39  Building B  Space 1-3,88.0,Moderate Risk,87.10526315789474,85.0,90.0
2016,EXTREME  PIZZA,1730 FILLMORE St,93.0,High Risk,91.66666666666667,91.0,93.0
2017,THE GROVE FILLMORE,2016 FILLMORE St,89.0,High Risk,90.5,89.0,92.0
2020,MONROE RESIDENCE CLUB,1870 Sacramento St,74.0,Low Risk,77.71428571428571,74.0,100.0
2031,KENMORE RESIDENCE CLUB,1570 SUTTER St,76.0,Moderate Risk,80.66666666666667,76.0,90.0
2032,QUEEN ANNE HOTEL,1590 SUTTER St,87.0,Low Risk,86.0,85.0,87.0
2039,VIA VENETO,2244 FILLMORE St,91.0,Low Risk,88.75,85.0,94.0
2044,Joanie's Diner Inc.,1329 Columbus Ave,98.0,Low Risk,92.25,89.0,98.0
2050,"Hyde Street Seafood House & Raw Bar, Inc",1509 Hyde St,91.0,Low Risk,91.6,89.0,98.0
2051,Cocotte,1521 Hyde St,83.0,Moderate Risk,86.72727272727273,83.0,96.0
2053,ZA,1919 Hyde St,96.0,Low Risk,96.0,96.0,96.0
2057,Amarena,2162 Larkin St,87.0,High Risk,85.85714285714286,85.0,87.0
2061,ATAMI SUSHI BAR & GRILL,1662 LOMBARD St,100.0,Low Risk,96.0,94.0,100.0
2063,ZUSHI-PUZZLE,1910 LOMBARD St,86.0,Low Risk,81.44444444444444,74.0,86.0
2066,Thai Spice Restaurant,1730 Polk St,82.0,Moderate Risk,86.0,82.0,92.0
2070,Street Restaurant,2141 Polk St,86.0,Low Risk,82.4,80.0,86.0
2072,Starbucks Coffee Company,2163 Polk St,98.0,Low Risk,91.0,87.0,100.0
2077,Peet's Coffee & Tea,2139C Polk St,83.0,Low Risk,86.25,83.0,96.0
2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,65.0,Moderate Risk,73.07692307692308,65.0,86.0
2094,CARL'S JUNIOR,1 HALLIDIE PLAZA,94.0,Low Risk,96.0,94.0,100.0
2104,Olympic Flame Cafe,553 Geary St,66.0,Moderate Risk,69.0909090909091,65.0,85.0
2106,Original Perfect Hamburger,601 Geary St,94.0,Moderate Risk,96.0,94.0,100.0
2107,Kim Thanh Restaurant,607 Geary St,100.0,Moderate Risk,95.0,92.0,100.0
2109,ANH HONG PHU-NHUAN RESTAURANT,808 GEARY St,77.0,Low Risk,84.0,77.0,90.0
2110,A La Turca,869 Geary St,74.0,High Risk,74.16666666666667,63.0,90.0
2117,Sakana,605 Post St,96.0,Moderate Risk,98.0,96.0,100.0
2124,RUTH'S CHRIS STEAK HOUSE,1700 CALIFORNIA St,96.0,Moderate Risk,94.66666666666667,94.0,96.0
2127,NOAH'S BAGELS,2075 CHESTNUT St,73.0,Low Risk,76.23076923076923,73.0,79.0
2131,DRAGON WELL,2142 CHESTNUT St,92.0,Low Risk,92.0,92.0,92.0
2132,B & M MEI SING RESTAURANT,62 02nd St,100.0,Moderate Risk,88.0,85.0,100.0
2134,"CHIEFTAIN IRISH PUB, THE",198 05th St,90.0,Low Risk,88.0,87.0,90.0
2135,HOWARD STREET COFFEE ROASTERY CAFE,180 HOWARD St,84.0,Low Risk,86.0,84.0,90.0
2136,STARBUCKS COFFEE CO.,100 WEST PORTAL Ave,100.0,Low Risk,99.0,98.0,100.0
2143,THE BITTER END,441 CLEMENT St,92.0,Low Risk,88.25,86.0,92.0
2144,SHERA.-PAL.HOTEL MAXFIELD'S GRILL,2 NEW MONTGOMERY St,79.0,High Risk,85.5,79.0,92.0
2145,FRINGALE,570 04th St,84.0,Moderate Risk,85.5,84.0,87.0
2152,HARD KNOX CAFE,2526 03rd St,89.0,Moderate Risk,89.0,89.0,89.0
2156,GOAT HILL PIZZA,300 CONNECTICUT St,96.0,Low Risk,92.4,90.0,96.0
2168,Cafe Francisco,2161 Powell St,90.0,Low Risk,91.8,89.0,96.0
2172,Mamas on Washington Square,1701 Stockton St,83.0,Low Risk,80.22222222222223,78.0,83.0
2175,Acquerello,1722 Sacramento St,100.0,Moderate Risk,99.0,96.0,100.0
2189,PRINCESS BAKERY,4617 MISSION St,77.0,Moderate Risk,74.0,68.0,79.0
2218,Starbucks Coffee Co,99 Jackson St,91.0,High Risk,91.0,91.0,91.0
2223,Garden Bakery,765 Jackson St,83.0,High Risk,79.1,77.0,83.0
2226,Palio Paninoteca,505 Montgomery St,100.0,Low Risk,86.66666666666667,84.0,100.0
2228,Tokyo Express,660 Sacramento St,74.0,Low Risk,78.92857142857143,74.0,96.0
2233,The AA Bakery & Cafe,1068 Stockton St,87.0,Low Risk,87.36363636363636,85.0,90.0
2234,Kam Lok Restaurant,834 Washington St,83.0,Moderate Risk,76.52173913043478,71.0,83.0
2240,Le Regency,18 California St,79.0,Low Risk,80.5,79.0,85.0
2243,Cafe Claude,7 Claude Ln,90.0,Moderate Risk,90.0,90.0,90.0
2244,Starbucks Coffee Company,295 California St,96.0,Low Risk,96.5,96.0,98.0
2245,Starbucks Coffee Co,0264 Kearny St,98.0,Low Risk,94.0,92.0,98.0
2249,Ramzi's Cafe,0044 Montgomery St  LL1,90.0,Moderate Risk,88.75,88.0,90.0
2252,Niji Japanese Grille,50 Post St Space #53,96.0,Moderate Risk,86.0,84.0,96.0
2256,BLUE DANUBE COFFEE HOUSE,306 CLEMENT St,89.0,Low Risk,82.77777777777777,76.0,98.0
2261,Ritz-Carlton SF - Employee Cafeteria,600 Stockton St 2nd Floor,100.0,Moderate Risk,99.0,96.0,100.0
2262,Ritz-Carlton SF - Banquet Kitchen,600 Stockton St 2nd Floor,100.0,Low Risk,96.4,94.0,100.0
2263,TAIWAN RESTAURANT,445 CLEMENT St,68.0,Low Risk,66.48275862068965,61.0,74.0
2266,ALI BABA'S CAVE RESTAURANT,799 Valencia St,86.0,Low Risk,78.36842105263158,69.0,88.0
2274,LA MEDITERRANEE,288 NOE St,98.0,Low Risk,94.6,93.0,98.0
2279,Golden Donuts,5401 GEARY Blvd,90.0,Moderate Risk,92.36363636363636,90.0,96.0
2280,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,83.0,High Risk,79.26666666666667,73.0,83.0
2292,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA St,76.0,High Risk,80.28571428571429,76.0,90.0
2293,GOLD MIRROR ITALIAN RESTAURANT,800 TARAVAL,96.0,Moderate Risk,94.66666666666667,94.0,96.0
2299,STARBUCKS COFFEE,1401 VAN NESS Ave,100.0,Low Risk,98.0,96.0,100.0
2305,TIA MARGARITA INC,300 19th Ave,89.0,Moderate Risk,86.88888888888889,85.0,89.0
2315,TAQUERIA CAN-CUN,2288 MISSION St,80.0,Moderate Risk,83.0,80.0,88.0
2317,BURGER JOINT,807 VALENCIA St,92.0,Low Risk,91.28571428571429,90.0,93.0
2318,Garcon,1101 VALENCIA St,90.0,Low Risk,89.0909090909091,86.0,92.0
2323,BLUE FRONT DELI,1430 HAIGHT St,90.0,Low Risk,90.0,90.0,90.0
2325,THE CITRUS CLUB,1790 HAIGHT St,72.0,Moderate Risk,79.27272727272727,72.0,88.0
2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,86.0,High Risk,72.8,68.0,86.0
2331,JADE CAFE #3,1688 BRYANT St,72.0,Low Risk,71.72413793103448,67.0,76.0
2334,LA PAZ RESTAURANT,1028 POTRERO Ave,88.0,Low Risk,88.0,88.0,88.0
2335,Velvet Cantina,3349 23rd St,90.0,Low Risk,93.0,90.0,96.0
2336,Ristorante Ti Piacera,1507 Polk St,86.0,Moderate Risk,88.0,86.0,92.0
2337,EL TACO LOCO INC.,3274 24th St,92.0,Low Risk,89.81818181818181,86.0,92.0
2343,GRAND MISSION DONUT & BAKERY,2195 MISSION St,98.0,Low Risk,91.0,87.0,98.0
2347,LAS TINAJAS,2338 MISSION St,75.0,Low Risk,82.75,75.0,87.0
2352,SMILE'S  B.B.Q.,2619 MISSION St,90.0,Moderate Risk,91.14285714285714,90.0,98.0
2356,TAQUERIA EL FAROLITO,2779 MISSION St,85.0,Low Risk,86.42857142857143,85.0,88.0
2357,CHINA EXPRESS,2798 MISSION St,67.0,High Risk,72.375,67.0,86.0
2358,TAQUERIA SAN JOSE #1,2830 MISSION St,81.0,High Risk,84.27272727272727,81.0,87.0
2359,LA TRAVIATA,2854 MISSION St,87.0,High Risk,71.5625,62.0,88.0
2360,LA TAQUERIA,2889 MISSION St,87.0,Low Risk,89.1,87.0,94.0
2369,CLOONEY'S,1401 Valencia St,86.0,Moderate Risk,85.07692307692308,83.0,86.0
2374,BEAN BAG COFFEE HOUSE,601 DIVISADERO St,80.0,High Risk,81.66666666666667,80.0,83.0
2384,TWO JACKS SEAFOOD,401 HAIGHT St,87.0,Low Risk,88.33333333333333,87.0,91.0
2385,CAFE INTERNATIONAL,508 HAIGHT St,91.0,High Risk,92.66666666666667,91.0,96.0
2397,PLOY #2 THAI CUISINE,1770 HAIGHT St,74.0,Low Risk,74.0,74.0,74.0
2409,Mission Hunan Restaurant,2960 16th St,72.0,Moderate Risk,77.5,72.0,94.0
2418,MANIVANH THAI RESTAURANT,2732 24th St,85.0,Low Risk,82.66666666666667,80.0,85.0
2420,TAQUERIA SAN FRANCISCO,3230 24th St,96.0,Low Risk,94.44444444444444,92.0,96.0
2421,ST FRANCIS FOUNTAIN,2801 24th St,86.0,High Risk,87.2,85.0,90.0
2426,BOOGALOOS,3296 22nd St,89.0,Moderate Risk,89.0,89.0,89.0
2427,TAQUERIA EL FAROLITO #3,2950 24th St,87.0,Low Risk,88.11111111111111,87.0,89.0
2428,LA GALLINITA,2989 24th St,84.0,Low Risk,84.0,84.0,84.0
2433,PUERTO ALEGRE NO. 2,2950 25th St,98.0,Low Risk,98.0,98.0,98.0
2437,MANORA'S THAI CUISINE,1600 FOLSOM St,84.0,Low Risk,84.25,80.0,88.0
2447,NEW CASTILLITO INC.,2092 MISSION St,90.0,Low Risk,91.0,89.0,96.0
2454,San Jalisco,901 South Van Ness Ave,90.0,Moderate Risk,88.0,83.0,90.0
2455,MUDDY WATERS,521 VALENCIA St,100.0,Moderate Risk,95.0,92.0,100.0
2469,Okoze Sushi,1207 Union St,98.0,Low Risk,98.0,98.0,98.0
2472,Starbucks,1501 FILLMORE St,100.0,Low Risk,99.0,98.0,100.0
2483,CAFE UNION,1830 UNION St,98.0,Low Risk,95.33333333333333,94.0,98.0
2495,STARBUCK'S COFFEE #525,2222 fillmore,96.0,Moderate Risk,99.0,96.0,100.0
2497,PLUTO'S,3258 SCOTT St,90.0,Low Risk,87.5,85.0,90.0
2501,Posh Bagel,266 Sutter St,90.0,Low Risk,92.0,90.0,94.0
2505,AMERICANA GRILL & FOUNTAIN,3532 BALBOA St,90.0,Moderate Risk,91.33333333333333,90.0,96.0
2507,ALEGRIAS,2018 LOMBARD St,96.0,Moderate Risk,93.33333333333333,92.0,96.0
2519,PACIFIC PLAZA CAFE,1340 FRANKLIN St,92.0,Low Risk,85.06666666666666,80.0,92.0
2523,VENICE PIZZA AND RESTAURANT,5228 MISSION St,88.0,Moderate Risk,88.42857142857143,88.0,89.0
2535,PEET'S COFFEE & TEA,2197 FILLMORE St,96.0,Moderate Risk,92.0,90.0,96.0
2538,KATES KITCHEN,471 HAIGHT St,73.0,High Risk,73.0,73.0,73.0
2542,PETER D'S RESTAURANT,2201 Van Ness St,81.0,Moderate Risk,71.15384615384616,65.0,81.0
2544,EMPEROR PALACE RESTAURANT,0530 BALBOA St,85.0,Low Risk,79.76190476190476,76.0,85.0
2548,NOAH'S NEW YORK BAGELS #2120,3519 CALIFORNIA St,85.0,High Risk,81.66666666666667,79.0,85.0
2553,Its Tops Coffee Shop,1801 Market St,89.0,High Risk,78.28571428571429,74.0,89.0
2555,EXTREME PIZZA,1980 UNION St,92.0,Moderate Risk,90.16666666666667,83.0,96.0
2559,HAI'S RESTAURANT,227 HYDE St,90.0,Moderate Risk,91.0,90.0,94.0
2561,ANANDA FUARA,1298 MARKET St,94.0,Moderate Risk,94.0,94.0,94.0
2578,Starbucks Coffee Co,1255 Battery St,91.0,Low Risk,94.0,91.0,100.0
2580,CAFE MARS,798 BRANNAN St,88.0,Moderate Risk,90.0,88.0,92.0
2589,Dojima-Ann,219 O'Farrell St,96.0,Low Risk,93.6,92.0,96.0
2593,BELLA TRATTORIA,3854 GEARY Blvd,90.0,Moderate Risk,80.55555555555556,73.0,90.0
2596,LA VIE VIETNAMESE REST,5830 GEARY Blvd,88.0,Low Risk,81.14285714285714,74.0,88.0
2599,HONG KONG RESTAURANT,2728 SAN BRUNO Ave,81.0,Low Risk,77.75,74.0,81.0
2601,Last Drop Tavern,550 3 St,79.0,Low Risk,83.28571428571429,79.0,94.0
2609,Pride of the Mediterranean,1761 Fillmore St,75.0,High Risk,75.0,75.0,75.0
2610,CAFE LA BOHEME,3318 24th St,90.0,Low Risk,90.6,90.0,92.0
2615,Thai Chef 2,4133 18th St,90.0,Moderate Risk,90.88888888888889,90.0,94.0
2619,KEZAR BAR & RESTAURANT,900 COLE St,85.0,Low Risk,83.0909090909091,82.0,85.0
2620,Bambino's Ristorante,945 Cole St,96.0,Low Risk,96.0,96.0,96.0
2622,WING HING RESTAURANT,2550 SAN BRUNO Ave,70.0,Low Risk,66.6969696969697,61.0,75.0
2627,BURGERMEISTER,138 Church St,86.0,Low Risk,86.85714285714286,86.0,89.0
2632,MARTHA & BROS COFFEE CO,745 CORTLAND Ave,94.0,Moderate Risk,90.91666666666667,87.0,94.0
2638,SF BAGEL CO. (KATZ BAGELS),3147 16th St,79.0,Low Risk,81.8125,79.0,86.0
2646,THE PHOENIX BAR & RESTAURANT,811 VALENCIA St,84.0,Moderate Risk,87.6923076923077,84.0,90.0
2648,BALOMPIE CAFE,3349 18th St,83.0,Moderate Risk,84.5,83.0,86.0
2649,WAN KEE RESTAURANT,2152 MISSION St,76.0,High Risk,79.5,76.0,86.0
2659,HUNAN CHEF,525 CORTLAND Ave,79.0,High Risk,78.33333333333333,77.0,81.0
2664,Alice's Restaurant,1599 Sanchez St,88.0,Low Risk,80.25,72.0,88.0
2667,ARIAKE,5041 Geary Blvd,78.0,High Risk,85.7,78.0,98.0
2676,FIREFLY,4288 24th St,96.0,Moderate Risk,98.0,96.0,100.0
2684,ERIC'S RESTAURANT,1500 Church St,84.0,Low Risk,84.57142857142857,83.0,87.0
2689,THE BLUE PLATE,3218 MISSION St,96.0,Moderate Risk,94.8,91.0,98.0
2690,LOS PANCHOS,3206 MISSION St,96.0,Moderate Risk,92.0,89.0,96.0
2692,TYGER'S,2798 DIAMOND St,96.0,Low Risk,88.76923076923077,85.0,96.0
2697,HOWARD'S CAFE,1309 09th Ave,81.0,High Risk,80.76923076923077,75.0,90.0
2709,MELS DRIVE IN,2165 LOMBARD St,84.0,Low Risk,84.28571428571429,84.0,86.0
2716,RED A BAKERY,634 CLEMENT St,88.0,Moderate Risk,74.5,57.0,88.0
